usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6
User929,1,4,5,1,2,2
User930,4,3,2,5,3,2
User931,3,2,3,1,2,1
User932,5,1,5,1,5,4
User933,5,2,3,3,4,2
User934,3,4,2,1,2,1
User935,3,3,1,4,4,4
User936,3,1,1,2,3,3
User937,2,4,1,4,1,4
User938,4,1,1,4,1,1
User939,3,3,3,4,2,1
User940,2,2,5,2,5,4
User941,5,1,2,5,1,3
User942,3,1,2,5,1,4
User943,1,1,5,1,2,3
User944,1,1,1,3,1,5
User945,5,4,1,2,4,4
User946,4,2,4,4,4,2
User947,2,1,2,5,2,4
User948,2,5,4,3,5,3
User949,5,4,1,5,4,1
User950,2,2,3,4,3,4
User951,5,4,5,3,2,2
User952,4,2,1,1,1,3
User953,1,1,2,5,5,4
User954,1,3,4,5,4,3
User955,4,3,3,5,5,5
User956,5,3,3,5,2,5
User957,5,3,4,2,3,5
User958,5,2,3,3,2,4
User959,3,1,2,3,1,4
User960,1,2,3,2,3,5
User961,1,1,2,4,5,3
User962,4,3,3,1,1,3
User963,4,4,1,1,1,3
User964,3,2,3,4,1,4
User965,4,5,1,4,4,1
User966,3,5,5,3,5,4
User967,2,4,3,2,1,1
User968,5,4,3,4,2,3
User969,2,3,4,1,2,3
User970,3,3,4,4,1,4
User971,1,3,5,1,1,4
User972,1,3,2,2,1,3
User973,4,4,3,4,4,3
User974,2,5,5,2,3,3
User975,2,3,2,2,5,5
User976,3,3,2,5,2,4
User977,5,4,3,4,1,4
User978,2,2,4,1,4,2
User979,1,1,4,1,1,4
User980,4,2,2,3,5,3
User981,4,5,4,5,5,1
User982,3,2,2,4,5,2
User983,5,3,2,2,2,3
User984,3,1,4,3,2,2
User985,1,3,1,1,2,5
User986,1,1,3,5,2,5
User987,3,5,5,5,3,3
User988,3,5,3,4,5,1
User989,1,2,5,1,4,2
User990,2,1,4,1,4,1
User991,4,2,4,4,4,4
User992,4,2,4,4,5,4
User993,4,5,3,3,3,2
User994,1,2,2,5,5,5
User995,5,5,1,2,1,1
User996,5,2,5,1,3,2
User997,1,2,3,4,4,3
User998,1,3,4,2,4,5
User999,2,4,3,5,3,4
User1000,1,3,1,3,1,1
User1001,3,3,2,1,2,3
User1002,5,2,5,3,1,3
User1003,1,1,1,1,3,3
User1004,1,4,5,3,5,5
User1005,4,1,5,3,1,3
User1006,1,1,5,3,5,3
User1007,5,3,5,3,4,1
User1008,5,1,4,5,4,3
User1009,1,5,2,2,5,3
User1010,2,5,4,2,5,1
User1011,3,2,5,5,4,3
User1012,4,1,2,4,4,5
User1013,3,3,3,5,5,4
User1014,5,2,1,4,1,5
User1015,5,3,5,5,1,2
User1016,3,3,2,5,2,3
User1017,1,3,2,4,2,2
User1018,2,5,1,1,2,5
User1019,1,1,5,1,4,5
User1020,5,3,1,1,1,4
User1021,2,5,2,2,5,5
User1022,4,5,4,2,2,3
User1023,3,4,3,2,4,2
User1024,5,2,3,5,4,2
User1025,3,5,5,1,5,4
User1026,4,5,2,5,1,2
User1027,2,3,5,5,1,5
User1028,5,2,3,3,3,1
User1029,4,3,3,2,4,4
User1030,2,5,2,5,4,5
User1031,2,5,4,2,5,1
User1032,2,3,4,1,4,1
User1033,5,5,5,2,1,1
User1034,5,1,4,3,5,5
User1035,4,5,3,1,5,3
User1036,5,1,5,5,3,1
User1037,5,5,4,4,4,3
User1038,2,4,4,3,4,1
User1039,3,4,4,1,4,1
User1040,1,2,1,4,1,1
User1041,5,3,5,3,4,4
User1042,5,1,5,4,5,5
User1043,3,3,4,2,2,4
User1044,5,5,5,3,5,4
User1045,2,2,4,2,1,5
User1046,5,1,2,5,2,1
User1047,5,5,5,2,4,3
User1048,1,5,1,5,2,4
User1049,4,5,5,5,3,2
User1050,4,1,3,2,3,3
User1051,3,2,4,3,5,3
User1052,2,2,2,4,1,3
User1053,1,1,3,5,1,4
User1054,1,3,4,3,1,4
User1055,1,5,4,3,1,4
User1056,4,1,3,1,3,3
User1057,3,5,4,1,5,2
User1058,5,4,3,5,1,2
User1059,3,4,5,3,2,5
User1060,1,1,4,5,3,5
User1061,3,2,1,2,1,2
User1062,5,1,5,2,3,4
User1063,2,3,1,3,3,2
User1064,4,1,2,1,5,4
User1065,3,1,1,4,1,3
User1066,3,4,3,2,5,3
User1067,4,5,4,1,3,3
User1068,5,4,2,3,1,4
User1069,1,4,1,5,4,2
User1070,2,5,1,1,1,5
User1071,3,3,4,2,2,2
User1072,5,4,2,2,1,5
User1073,4,1,4,1,1,3
User1074,4,3,5,1,5,1
User1075,4,5,4,2,5,3
User1076,3,1,5,1,3,2
User1077,2,3,2,3,5,3
User1078,2,2,2,4,4,5
User1079,5,2,4,3,2,5
User1080,3,4,2,1,3,4
User1081,4,4,2,3,5,5
User1082,2,5,2,4,3,5
User1083,3,1,3,5,4,2
User1084,5,3,3,4,4,2
User1085,4,3,1,2,1,3
User1086,4,5,4,1,4,5
User1087,3,2,2,2,5,1
User1088,2,2,2,1,4,5
User1089,5,4,4,5,3,3
User1090,5,4,2,4,4,3
User1091,2,4,4,5,4,5
User1092,1,4,1,1,5,2
User1093,3,3,2,4,5,2
User1094,1,2,3,1,4,5
User1095,5,3,1,3,3,3
User1096,1,3,4,1,5,2
User1097,5,2,5,4,2,5
User1098,3,5,5,2,4,4
User1099,2,5,1,4,4,4
User1100,3,4,5,5,4,3
User1101,5,5,4,5,1,2
User1102,5,4,2,5,5,5
User1103,1,5,2,1,2,4
User1104,3,5,4,2,3,4
User1105,4,2,5,3,5,5
User1106,5,2,5,5,4,2
User1107,2,2,3,1,1,5
User1108,2,3,3,2,2,2
User1109,4,2,5,3,2,5
User1110,4,5,3,4,5,2
User1111,5,3,1,4,1,3
User1112,1,4,3,1,2,2
User1113,4,5,3,3,5,2
User1114,2,5,2,3,1,2
User1115,5,1,1,3,2,2
User1116,4,4,4,5,1,2
User1117,1,2,1,2,2,1
User1118,4,1,4,3,3,4
User1119,3,2,1,3,3,4
User1120,3,4,1,3,5,1
User1121,1,4,1,2,2,2
User1122,4,5,4,5,4,5
User1123,4,3,5,5,2,4
User1124,3,3,4,5,2,4
User1125,4,4,5,4,5,3
User1126,3,3,5,1,1,2
User1127,3,5,1,4,1,4
User1128,4,5,5,2,1,1
User1129,2,5,3,3,5,4
User1130,1,2,2,3,1,1
User1131,2,4,5,1,2,3
User1132,1,2,3,5,5,3
User1133,1,2,3,5,1,5
User1134,2,5,5,5,4,4
User1135,1,2,2,5,2,4
User1136,4,5,4,1,4,1
User1137,2,1,4,2,5,2
User1138,2,1,1,5,3,1
User1139,3,2,4,5,4,3
User1140,5,2,3,1,1,2
User1141,5,5,2,2,2,4
User1142,5,5,3,4,3,5
User1143,3,3,1,2,4,5
User1144,1,2,1,1,3,4
User1145,2,4,1,1,2,2
User1146,3,1,3,2,4,2
User1147,2,5,1,1,1,2
User1148,1,3,3,5,3,1
User1149,3,4,1,2,1,3
User1150,5,4,5,2,5,3
User1151,3,4,4,5,5,3
User1152,3,2,4,4,4,4
User1153,1,3,2,4,5,4
User1154,4,2,5,5,3,5
User1155,5,4,1,5,5,3
User1156,4,5,1,5,3,5
User1157,4,2,2,4,3,5
User1158,5,5,2,5,1,2
User1159,4,2,5,5,1,5
User1160,3,3,3,4,4,3
User1161,3,4,1,1,2,5
User1162,5,4,2,2,3,3
User1163,5,5,4,3,5,3
User1164,5,2,3,3,3,5
User1165,5,4,3,5,5,4
User1166,4,1,3,2,1,5
User1167,3,1,4,4,3,2
User1168,1,4,5,2,3,5
User1169,2,4,2,1,4,2
User1170,1,1,4,1,5,3
User1171,1,1,5,3,2,3
User1172,3,3,4,5,3,1
User1173,2,5,3,1,3,1
User1174,1,4,5,5,1,1
User1175,1,1,4,2,3,1
User1176,5,1,4,3,4,4
User1177,5,3,2,5,1,2
User1178,1,2,4,3,4,5
User1179,1,4,3,5,4,5
User1180,5,3,3,2,2,1
User1181,2,1,2,1,5,5
User1182,2,2,4,2,2,4
User1183,4,1,1,5,5,2
User1184,1,4,2,1,5,4
User1185,3,2,2,2,1,1
User1186,3,1,5,1,4,5
User1187,2,1,3,2,4,3
User1188,4,3,2,1,2,2
User1189,3,3,4,5,2,4
User1190,4,4,4,1,2,4
User1191,3,4,4,1,4,5
User1192,2,4,5,5,2,2
User1193,4,3,2,5,1,2
User1194,5,2,2,2,4,3
User1195,5,1,5,1,3,5
User1196,1,5,5,5,5,1
User1197,3,3,5,1,1,3
User1198,3,1,1,2,2,3
User1199,2,3,2,5,5,4
User1200,1,5,1,2,1,5
User1201,4,1,1,4,1,3
User1202,3,5,2,2,1,2
User1203,3,3,4,3,5,1
User1204,1,3,1,2,4,4
User1205,2,4,2,5,3,5
User1206,3,4,1,5,2,3
User1207,2,5,2,3,2,2
User1208,4,4,5,5,1,3
User1209,3,3,4,1,5,2
User1210,4,1,4,2,4,2
User1211,4,1,5,3,2,4
User1212,1,1,5,3,4,1
User1213,5,4,5,3,2,4
User1214,2,4,1,5,4,5
User1215,4,3,5,5,5,1
User1216,5,3,4,3,4,3
User1217,3,2,5,5,1,4
User1218,2,1,1,3,4,5
User1219,3,2,1,5,2,1
User1220,5,1,5,5,5,5
User1221,2,2,4,5,5,4
User1222,1,2,1,2,1,1
User1223,4,4,1,5,5,3
User1224,3,2,4,4,1,5
User1225,4,1,3,4,2,3
User1226,4,1,3,1,1,3
User1227,1,3,3,1,4,2
User1228,1,1,4,4,2,4
User1229,5,4,4,5,4,2
User1230,2,3,1,4,5,4
User1231,1,4,5,3,4,5
User1232,1,2,3,3,1,2
User1233,5,2,3,5,4,5
User1234,1,4,5,1,5,1
User1235,2,5,2,2,4,4
User1236,4,2,2,3,1,4
User1237,4,1,3,3,3,3
User1238,1,4,2,2,4,5
User1239,2,5,1,3,4,1
User1240,1,3,1,3,2,3
User1241,3,2,4,5,2,5
User1242,2,5,3,2,5,2
User1243,1,2,5,5,5,4
User1244,2,3,3,2,1,2
User1245,4,5,3,2,1,4
User1246,1,4,5,4,4,2
User1247,5,3,5,3,3,2
User1248,2,5,2,2,4,2
User1249,5,4,2,1,2,3
User1250,4,2,1,5,4,4
User1251,2,3,5,3,3,3
User1252,3,3,4,3,1,2
User1253,5,2,2,4,3,1
User1254,1,1,3,5,1,1
User1255,1,2,2,1,2,5
User1256,2,4,1,2,4,1
User1257,3,5,4,3,5,4
User1258,4,4,5,5,1,1
User1259,4,3,2,1,2,3
User1260,3,3,4,3,2,2
User1261,1,2,3,3,3,4
User1262,5,5,4,1,3,4
User1263,3,4,1,3,5,4
User1264,4,3,4,1,5,4
User1265,3,4,4,3,4,1
User1266,4,5,5,4,1,5
User1267,5,1,5,1,1,5
User1268,3,3,2,3,4,3
User1269,3,2,3,2,3,2
User1270,4,1,2,2,1,5
User1271,4,4,5,1,1,2
User1272,5,2,4,4,2,2
User1273,1,4,2,1,3,2
User1274,4,5,1,3,1,3
User1275,3,4,2,5,5,5
User1276,5,2,4,5,1,5
User1277,4,3,1,5,2,1
User1278,5,1,4,4,5,4
User1279,1,3,3,4,5,4
User1280,1,3,3,2,3,3
User1281,1,5,1,1,5,5
User1282,3,2,5,4,5,3
User1283,2,4,5,3,1,1
User1284,5,3,2,2,5,3
User1285,3,1,3,1,3,3
User1286,4,5,4,1,3,5
User1287,1,2,5,1,5,5
User1288,1,4,5,4,4,5
User1289,3,3,5,3,1,5
User1290,4,3,2,5,2,4
User1291,3,2,3,3,1,1
User1292,3,3,5,1,3,2
User1293,3,5,3,3,2,4
User1294,4,3,3,5,5,1
User1295,5,1,3,5,3,4
User1296,1,5,1,5,2,1
User1297,5,1,2,2,4,2
User1298,2,2,2,4,5,2
User1299,4,5,4,2,5,5
User1300,2,4,3,4,5,2
User1301,5,4,5,5,3,1
User1302,1,3,1,2,3,5
User1303,2,2,2,1,2,3
User1304,3,2,1,3,5,1
User1305,5,3,4,4,5,2
User1306,1,2,5,1,5,3
User1307,2,2,4,2,4,5
User1308,1,4,3,3,1,2
User1309,5,5,2,3,1,3
User1310,1,2,1,3,3,4
User1311,2,1,1,4,5,2
User1312,2,1,2,5,1,1
User1313,3,5,3,5,2,3
User1314,3,5,3,1,2,3
User1315,3,5,5,4,2,4
User1316,5,5,5,5,5,4
User1317,5,5,3,5,1,5
User1318,3,2,1,2,5,3
User1319,2,5,2,4,1,2
User1320,2,1,1,1,4,4
User1321,1,1,5,5,2,3
User1322,5,5,5,4,5,3
User1323,5,1,3,3,4,2
User1324,1,2,3,4,5,5
User1325,3,3,4,3,3,1
User1326,2,3,4,2,4,4
User1327,5,2,2,4,1,4
User1328,4,2,4,1,2,3
User1329,1,3,5,2,3,4
User1330,4,1,3,2,2,1
User1331,2,3,1,4,2,1
User1332,3,2,1,4,5,2
User1333,3,5,1,3,2,3
User1334,3,5,2,4,1,2
User1335,4,1,4,3,4,3
User1336,5,5,3,2,5,1
User1337,4,1,2,5,3,3
User1338,4,1,2,4,3,5
User1339,1,3,3,2,2,2
User1340,4,3,2,2,4,1
User1341,5,5,2,3,4,1
User1342,3,4,2,4,2,5
User1343,2,2,4,2,4,3
User1344,4,5,3,4,1,3
User1345,2,2,1,1,5,1
User1346,4,3,5,3,2,3
User1347,4,1,3,2,1,3
User1348,5,4,2,3,3,3
User1349,1,2,2,4,5,1
User1350,5,1,3,1,3,4
User1351,2,2,2,4,5,1
User1352,4,1,5,5,3,4
User1353,4,3,2,2,2,2
User1354,5,4,4,3,1,2
User1355,1,2,4,2,5,3
User1356,5,2,3,5,4,2
User1357,5,4,4,4,1,1
User1358,4,4,3,4,1,4
User1359,3,4,4,2,4,5
User1360,3,2,5,4,4,4
User1361,1,1,3,4,4,1
User1362,2,1,3,5,5,4
User1363,1,1,4,3,2,2
User1364,4,1,5,1,3,4
User1365,4,4,3,2,2,1
User1366,3,1,1,1,3,3
User1367,2,2,5,4,5,1
User1368,4,2,3,2,5,2
User1369,5,4,4,3,4,4
User1370,2,3,4,3,3,2
User1371,3,4,4,3,5,1
User1372,2,4,2,4,4,2
User1373,3,5,3,1,5,1
User1374,1,3,4,4,4,2
User1375,3,5,5,5,3,3
User1376,1,5,5,2,3,4
User1377,3,5,3,3,5,4
User1378,4,1,3,4,3,4
User1379,4,2,5,3,5,3
User1380,2,4,2,2,2,4
User1381,4,2,2,3,2,2
User1382,1,4,3,5,5,5
User1383,1,4,5,1,5,2
User1384,2,4,5,1,4,2
User1385,1,3,2,5,5,5
User1386,1,1,5,3,3,3
User1387,3,1,5,5,5,2
User1388,5,4,1,4,3,4
User1389,2,2,2,2,2,1
User1390,1,2,4,3,1,5
User1391,4,4,4,3,1,3
User1392,3,1,5,5,3,1
User1393,1,1,5,3,4,2
User1394,1,5,3,3,1,3
User1395,4,5,4,5,4,4
User1396,4,5,5,1,3,3
User1397,3,1,2,3,5,3
User1398,4,5,4,3,4,5
User1399,3,3,3,1,1,2
User1400,4,3,1,3,2,2
User1401,4,5,1,3,2,3
User1402,2,4,3,1,1,4
User1403,5,3,5,4,2,2
User1404,2,3,4,3,2,4
User1405,2,5,5,5,5,2
User1406,4,2,5,5,2,2
User1407,2,5,3,5,4,2
User1408,4,3,2,3,1,5
User1409,1,4,4,4,5,4
User1410,1,5,5,4,3,5
User1411,5,1,3,5,3,1
User1412,3,3,2,2,3,1
User1413,1,1,3,3,4,2
User1414,1,1,1,5,2,5
User1415,2,3,1,3,5,5
User1416,1,1,1,1,5,1
User1417,4,5,3,3,1,3
User1418,3,3,1,2,2,1
User1419,3,2,5,3,1,3
User1420,1,4,1,5,4,3
User1421,1,4,1,2,2,3
User1422,3,2,3,4,1,4
User1423,3,5,1,5,4,2
User1424,3,3,1,3,3,5
User1425,2,1,4,5,4,5
User1426,3,2,1,2,1,5
User1427,3,2,3,5,3,2
User1428,5,4,3,5,5,2
User1429,3,4,4,1,2,4
User1430,1,2,2,2,3,4
User1431,3,5,5,5,1,1
User1432,4,2,5,2,5,3
User1433,2,4,5,4,5,5
User1434,1,2,3,2,2,2
User1435,3,3,2,4,5,3
User1436,5,3,5,4,2,4
User1437,1,5,4,1,2,5
User1438,1,4,1,2,3,3
User1439,3,5,4,1,4,2
User1440,1,3,1,4,4,5
User1441,1,3,4,1,1,3
User1442,3,2,5,1,5,3
User1443,2,4,1,5,2,4
User1444,3,4,4,5,5,1
User1445,5,1,2,2,2,5
User1446,2,1,2,1,4,5
User1447,5,5,2,4,5,1
User1448,2,4,3,4,4,2
User1449,1,4,5,1,4,5
User1450,1,4,4,3,5,5
User1451,1,2,2,4,2,5
User1452,5,5,2,3,1,2
User1453,1,4,3,4,4,3
User1454,3,1,1,2,2,5
User1455,5,3,4,1,1,5
User1456,3,4,2,5,2,3
User1457,2,1,2,1,3,4
User1458,1,5,2,2,4,5
User1459,5,3,4,4,4,2
User1460,5,5,5,3,3,2
User1461,5,4,2,3,2,3
User1462,4,4,5,1,3,4
User1463,1,4,3,3,5,1
User1464,1,2,4,1,3,4
User1465,1,4,2,2,3,1
User1466,3,3,4,2,3,3
User1467,2,4,4,1,4,1
User1468,2,3,2,4,3,4
User1469,2,2,5,2,5,1
User1470,4,5,3,2,3,1
User1471,3,2,4,2,1,5
User1472,4,3,2,5,3,4
User1473,3,4,1,2,5,4
User1474,3,3,2,5,1,1
User1475,2,5,4,5,2,5
User1476,1,4,2,2,1,3
User1477,3,5,4,1,1,2
User1478,2,1,1,5,4,4
User1479,2,3,3,1,1,3
User1480,1,3,4,5,1,2
User1481,2,5,4,5,3,4
User1482,4,4,4,2,1,5
User1483,2,3,5,4,3,5
User1484,5,1,5,3,4,2
User1485,2,1,1,4,2,1
User1486,1,5,4,3,1,4
User1487,1,1,5,5,2,1
User1488,2,1,1,1,4,4
User1489,1,4,5,1,4,4
User1490,2,5,2,1,2,3
User1491,5,2,4,2,2,1
User1492,1,1,5,3,5,5
User1493,1,1,3,2,3,5
User1494,5,4,4,5,3,4
User1495,1,1,3,1,3,5
User1496,3,1,1,5,3,3
User1497,2,4,3,3,2,3
User1498,4,4,3,1,1,1
User1499,3,2,3,5,3,3
User1500,1,5,1,3,5,2
User1501,3,1,4,1,3,2
User1502,3,1,2,2,2,4
User1503,2,1,3,5,4,1
User1504,4,1,4,3,5,3
User1505,5,1,1,2,4,4
User1506,1,5,4,3,4,2
User1507,4,2,2,1,2,5
User1508,5,4,4,1,2,4
User1509,3,5,5,2,3,4
User1510,2,2,1,3,3,4
User1511,2,1,3,1,1,2
User1512,5,4,2,4,2,2
User1513,5,1,5,2,2,2
User1514,5,1,4,5,1,5
User1515,4,1,2,1,2,5
User1516,1,3,5,5,1,1
User1517,3,1,2,2,1,2
User1518,2,1,4,2,1,1
User1519,3,3,3,3,4,3
User1520,3,4,2,1,4,2
User1521,2,3,4,3,1,1
User1522,3,2,4,5,4,3
User1523,1,4,4,4,3,2
User1524,5,1,1,1,2,3
User1525,2,2,4,2,1,4
User1526,3,1,4,1,5,1
User1527,4,5,1,5,4,3
User1528,3,2,4,4,2,3
User1529,1,3,5,5,3,1
User1530,2,3,5,1,4,2
User1531,4,3,2,1,2,3
User1532,1,1,5,4,4,4
User1533,3,3,2,4,5,4
User1534,2,3,4,5,5,3
User1535,2,5,1,4,4,5
User1536,2,1,4,1,4,2
User1537,3,5,1,1,5,1
User1538,4,4,4,4,2,5
User1539,1,5,4,1,5,3
User1540,4,2,1,4,1,1
User1541,4,4,3,1,3,1
User1542,2,3,4,1,1,4
User1543,4,3,2,2,5,1
User1544,5,2,2,3,3,2
User1545,3,1,3,1,1,4
User1546,5,1,1,3,2,2
User1547,1,2,4,2,2,5
User1548,4,5,4,1,4,5
User1549,4,4,1,2,4,2
User1550,2,2,4,2,2,3
User1551,1,4,4,2,2,1
User1552,4,4,5,1,4,1
User1553,4,4,1,4,5,3
User1554,5,5,5,4,2,3
User1555,3,2,2,5,2,4
User1556,1,5,4,4,5,5
User1557,3,3,4,4,2,4
User1558,2,3,2,2,3,2
User1559,2,1,2,4,5,3
User1560,2,3,5,3,1,3
User1561,1,1,4,5,3,3
User1562,4,2,3,5,4,5
User1563,5,2,4,4,5,3
User1564,2,4,1,5,2,4
User1565,1,2,2,4,5,4
User1566,2,5,1,2,2,4
User1567,5,3,2,3,3,5
User1568,4,2,4,3,4,2
User1569,1,3,4,2,5,4
User1570,2,5,5,4,5,5
User1571,3,2,4,3,3,1
User1572,1,2,2,3,3,4
User1573,1,2,1,4,1,3
User1574,4,1,4,3,3,4
User1575,1,2,1,3,2,3
User1576,2,2,2,2,5,5
User1577,1,4,3,3,5,1
User1578,5,3,1,4,4,5
User1579,4,4,3,1,4,2
User1580,1,3,3,5,2,4
User1581,2,5,5,2,3,4
User1582,1,3,5,4,4,3
User1583,1,5,4,3,5,1
User1584,2,2,1,3,3,2
User1585,4,2,5,1,2,4
User1586,5,2,4,1,3,5
User1587,4,3,3,5,1,5
User1588,4,3,1,3,4,2
User1589,1,1,1,3,4,2
User1590,3,1,4,1,2,3
User1591,4,1,2,4,3,1
User1592,2,3,5,5,1,3
User1593,1,2,3,5,2,1
User1594,1,3,5,3,1,2
User1595,2,2,5,4,4,2
User1596,1,1,2,1,2,2
User1597,2,2,2,4,5,1
User1598,3,2,1,1,1,2
User1599,2,4,4,4,3,1
User1600,3,4,5,2,1,3
User1601,2,3,1,2,1,4
User1602,2,2,4,4,2,2
User1603,3,2,3,3,5,4
User1604,4,1,4,2,4,1
User1605,2,4,2,4,3,3
User1606,1,5,1,2,3,2
User1607,5,5,1,1,2,5
User1608,4,1,2,5,3,2
User1609,1,3,1,4,4,4
User1610,5,5,1,5,3,5
User1611,3,5,2,5,4,2
User1612,1,3,1,4,4,4
User1613,1,5,5,2,2,1
User1614,2,5,2,5,1,1
User1615,2,3,5,2,1,5
User1616,5,3,4,2,4,1
User1617,4,4,3,2,1,5
User1618,4,2,2,4,5,4
User1619,5,2,2,3,1,4
User1620,3,4,2,3,1,1
User1621,3,2,2,1,2,1
User1622,5,3,4,3,2,5
User1623,1,4,4,2,3,4
User1624,5,5,5,5,3,2
User1625,3,5,1,5,1,5
User1626,2,4,1,4,5,3
User1627,4,4,5,4,2,5
User1628,4,5,5,3,1,5
User1629,4,3,3,1,1,3
User1630,5,3,4,4,2,5
User1631,5,3,3,4,1,3
User1632,4,3,2,5,2,4
User1633,4,2,2,1,5,1
User1634,2,1,1,2,5,5
User1635,5,3,2,4,2,3
User1636,1,2,5,1,5,3
User1637,4,4,3,3,3,4
User1638,5,1,5,2,1,4
User1639,5,3,3,4,3,2
User1640,5,4,3,3,2,3
User1641,2,2,5,2,1,2
User1642,4,5,1,5,4,4
User1643,2,3,3,3,4,5
User1644,1,4,1,4,1,3
User1645,2,2,4,3,3,1
User1646,5,5,5,5,2,5
User1647,4,5,4,1,5,4
User1648,1,4,3,3,3,5
User1649,4,3,5,2,3,3
User1650,2,3,3,3,3,5
User1651,1,3,5,4,4,4
User1652,5,4,1,5,4,1
User1653,5,4,5,3,1,3
User1654,1,2,5,4,1,2
User1655,2,4,2,3,1,1
User1656,5,1,5,4,5,4
User1657,2,5,4,2,3,4
User1658,3,4,2,4,4,5
User1659,1,3,2,2,4,3
User1660,2,5,5,2,4,5
User1661,1,1,1,1,4,1
User1662,3,2,2,5,4,3
User1663,1,3,2,5,2,2
User1664,5,1,2,1,5,5
User1665,1,3,4,2,1,4
User1666,5,2,1,1,4,2
User1667,4,1,2,2,3,4
User1668,1,5,1,5,5,4
User1669,5,3,3,1,1,3
User1670,2,4,2,2,4,3
User1671,5,3,4,1,3,1
User1672,5,5,1,4,5,1
User1673,3,4,2,4,4,3
User1674,2,4,1,2,2,5
User1675,5,1,3,3,4,5
User1676,4,3,5,1,2,3
User1677,5,3,5,5,2,1
User1678,3,2,4,2,1,1
User1679,3,3,1,5,3,1
User1680,2,2,1,5,1,2
User1681,1,1,3,5,5,5
User1682,5,4,1,4,4,3
User1683,5,3,2,1,1,3
User1684,1,5,4,4,4,5
User1685,3,3,1,5,4,4
User1686,3,4,5,3,1,5
User1687,3,1,1,1,2,1
User1688,2,2,2,3,2,1
User1689,3,3,1,4,3,3
User1690,1,1,5,4,2,4
User1691,2,3,3,3,2,3
User1692,1,3,2,2,3,3
User1693,3,3,2,1,1,2
User1694,5,1,1,3,3,2
User1695,4,1,4,4,5,3
User1696,5,2,2,3,2,4
User1697,4,1,5,5,3,4
User1698,5,1,5,4,2,4
User1699,2,3,4,1,3,2
User1700,4,2,3,2,1,3
User1701,4,1,2,3,3,1
User1702,4,3,4,2,4,4
User1703,4,1,4,4,1,1
User1704,2,4,3,4,1,2
User1705,3,2,3,3,1,1
User1706,2,4,1,2,1,3
User1707,5,3,2,2,4,5
User1708,4,2,2,1,5,5
User1709,3,4,4,3,5,2
User1710,5,4,1,4,4,3
User1711,1,1,1,2,3,2
User1712,5,1,5,1,4,1
User1713,5,3,2,1,5,3
User1714,2,4,2,4,2,1
User1715,2,5,5,2,2,1
User1716,5,5,3,5,2,5
User1717,5,4,1,5,5,1
User1718,3,4,2,2,1,3
User1719,1,4,1,1,4,5
User1720,5,5,4,4,3,1
User1721,2,3,4,1,4,1
User1722,1,1,3,3,5,4
User1723,4,2,1,3,1,4
User1724,2,1,4,5,4,1
User1725,5,3,1,3,4,4
User1726,5,1,5,2,3,4
User1727,5,1,1,5,3,4
User1728,1,1,1,2,3,3
User1729,2,3,5,1,5,4
User1730,4,5,4,3,4,5
User1731,4,2,5,5,2,3
User1732,3,3,3,3,4,5
User1733,3,5,5,1,4,4
User1734,5,1,3,4,1,4
User1735,3,3,3,4,4,4
User1736,1,5,1,4,5,4
User1737,5,3,2,4,1,2
User1738,1,5,1,4,5,4
User1739,5,2,2,5,3,5
User1740,4,5,1,2,5,5
User1741,4,5,4,5,1,3
User1742,3,2,5,3,4,5
User1743,3,1,4,4,5,5
User1744,3,2,3,5,3,4
User1745,4,4,1,4,2,3
User1746,2,3,2,2,2,1
User1747,3,2,5,1,1,2
User1748,2,1,5,5,4,2
User1749,1,4,4,5,2,3
User1750,5,2,2,1,4,1
User1751,1,1,5,5,1,2
User1752,2,5,1,1,5,4
User1753,3,1,2,4,1,1
User1754,4,5,1,4,5,4
User1755,5,5,3,5,5,4
User1756,2,2,1,2,1,4
User1757,2,2,1,1,2,3
User1758,5,3,2,1,5,2
User1759,2,5,3,1,3,5
User1760,4,4,2,4,3,2
User1761,3,3,1,3,4,2
User1762,3,5,4,3,3,3
User1763,5,3,3,2,1,3
User1764,2,2,2,4,1,3
User1765,3,2,3,2,2,1
User1766,1,4,3,3,4,2
User1767,5,3,5,1,2,5
User1768,1,5,5,3,1,3
User1769,3,2,2,3,3,1
User1770,2,3,2,2,2,4
User1771,4,5,1,2,5,4
User1772,1,2,5,1,5,1
User1773,3,3,4,1,4,1
User1774,1,5,3,1,5,5
User1775,2,2,5,1,4,5
User1776,1,1,4,5,3,1
User1777,5,5,4,5,2,2
User1778,3,1,5,3,5,3
User1779,4,1,5,3,1,3
User1780,2,3,4,4,3,4
User1781,2,3,3,2,1,3
User1782,3,1,5,3,4,3
User1783,1,4,1,3,1,4
User1784,4,3,2,3,1,5
User1785,5,2,3,4,1,1
User1786,1,4,2,4,2,4
User1787,5,2,3,2,4,1
User1788,5,3,4,4,2,1
User1789,1,5,1,2,5,2
User1790,3,2,4,3,1,4
User1791,4,3,3,3,2,2
User1792,4,3,2,5,5,2
User1793,3,5,4,4,2,1
User1794,4,4,1,4,1,1
User1795,2,2,2,2,2,2
User1796,2,4,3,4,5,3
User1797,5,4,4,1,1,2
User1798,5,3,4,3,1,1
User1799,5,4,4,4,2,3
User1800,5,3,3,1,2,2
User1801,1,4,5,1,2,3
User1802,2,2,4,4,2,3
User1803,2,2,3,4,3,5
User1804,5,4,1,5,2,2
